,comment,title,date
764,크 부랍쓰 휴가지에 엑박가져올걸.. 여기kt인터넷있네,푸티스 떴다!!!,2023-08-09 11:08
765,인터넷으로 재가입하시지마시고 공식대리점에서 재가입하면 신규가입 상품으로 선택해서 받을수있어요 전그렇게해서 tv다시 받았어용 KT-&gt; KT 동일 결합상품 1기가 에센스,혹시 인터넷 쓰던거 해지하고 다시 가입해서 상품권 받을 수 있나...?ㅋㅋㅋ,2023-08-09 11:06
766,애초에 님 인터넷쓰는회사가 Kt면 ㅋㅋ 토르쓰기전에 찍혀요 ㅋㅋㅋㅋ 애초부터 인터넷변조해서 안쓰는이상 통신사에 다 기록이남아요,VPN 쓰면 안 잡힌다고 하는 사람들 특,2023-08-09 00:48
767,"솔직히 말하면 페없티는 양대인 티원, 18티원을 뛰어넘는 팀 역사상 최악의 퍼포먼스였음. 연패해도 악으로 깡으로 직관가는데 저때 KT전은 참다참다 못하고 거름. 인터넷 시청도 걸렀어",티대인이 어땠냐 간단하게 설명해줌,2023-08-08 22:49
768,나도 저번주에 인터넷 계속 핑 왔다갔다하던데 기사와서도 문제없다하고 KT인데 왜이러지,&lt; 킴성태 공지 &gt; 긴급공지,2023-08-08 18:57
769,2주째 인터넷 설치 미뤄지고있어서 이번에 지인분 중에 kt 근무자 분이 계셔서 어쭤보고 안된다하면 그냥 인터넷만 sk로 쓸려구요.. 너무 스트레스 받고 sh쪽에선 되려 저한테 화를내고 kt쪽도 제가 지속적으로 연락하니 그냥 sk쓰세요 라고 하니 저도 지치네요,혹시 인터넷 설치 잘알고있는분 계시나요?,2023-08-08 17:19
770,인터넷은 KT가 낫다,농갤러들 인터넷 어디꺼쓰냐 ?,2023-08-08 14:53
771,넵.. lg안써봐서 모르는데 한국 인터넷은 kt가 성능이 압도적이라.. 차이가 있을거같긴하네요,담작 PC 버전으로 갈아타면 어떨까요(feat. 헬지인터넷),2023-08-08 14:24
772,갈아타야겠네요. 혹시 윗분들 다 인터넷은 KT로 하시나요,담작 PC 버전으로 갈아타면 어떨까요(feat. 헬지인터넷),2023-08-08 14:22
773,인터넷 kt ㅇㅇ 헬로 만족도 떨어짐 그리고 사는 건물 어느 통신사 선 쓰는지 알아보셈,인터넷 서비스 약정안료됐는데 다른걸로 바꿀까,2023-08-08 14:06
774,tv는 그대로 쓰고 유선인터넷은 kt로 쓸 수 있지,인터넷 추가 방법 아시나요,2023-08-08 01:40
775,저랑은 좀 다르지만 안되는건 매한가지네요 ㅋㅋ 저는 일단 접수를했는데 무슨 2일뒤에나가능하다니까 화가너무나네요 ㅋㅋ 인터넷티비를 같이쓰는데 둘다먹통이니 아무것도못하고 정말별로네요 kt,Kt 인터넷 갑자기 끊김,2023-08-07 19:06
776,후.. KT 와이어 방식으로 인터넷+TV 묶어서 쓰는데 개구축아파트라 와이어방식에 500m를 쓰지만 비대칭.. KT에서 케이블 깔아 준다고 해도 개ㅄ같은 할렘가인데도 집값떨어진다고 반대 다음 이사는 신축아파트를 꼭 가봐야겠다..,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 15:36
777,인터넷 회사 떠나서 쓰니 거주지에 대칭 인터넷이 들어오면 좋고 비대칭이면 절대 ㄴㄴ 임 KT가 대칭 인터넷 들어가는 곳이 가장 많아서 선호율이 높은 것,근데 요즘 skt 인터넷 짱짱함??,2023-08-07 14:53
778,"집티비,인터넷 lg 쓰고 있는데 약정이 다 끝나서 바꿔야할지 고민중입니다. 요금은 똑같은데 개인적으로 궁금한게 통신사에 따라서 품질차이가 있거나 그러지는 않나요? 그냥 lg는 통신사가 안 좋다, 인터넷은 kt가 제일 좋다 이정도만 알고있는 수준이에요. skt는 별로인가요?",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 13:07
779,"지금 KT 폰 인터넷 6년씩 쓴 상탠데 와이프랑 결합해도 딱히 큰 이익 없는듯한데 무조건 폰, 인터넷 같이 sk로 옮기는게 답인가요?",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 11:49
780,kt인터넷 단독 25 어디야ㅑㅑㅑㅑㅑ,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 11:27
781,스카이라이프는 kt에 흡수 합병이되서 kt 나 다름없다 보심댑니다 ㅎㅎ 스카이라이프로 가입하면 인터넷은 kt로 연결되고 티비는 동축케이블 로 위성 접시방식까지 연결됨 이게 장점이라면 인터넷이 끈겨도 티비는 된다는점은 좋지만 요즘은 iptv로 많이 넘어가는 추세다보니..,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 11:22
782,lg인터넷 3년쓰고 할인으로 연장했는데 이유가 kt skt 셋톱박스들이 다 개병신호로마냥 구대기수준임 lgu+는 셋톱박스 ui등진짜 잘만들었고 유아용 비디오도 괜찮음,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 11:13
783,현직 LG 인터넷 기사임 자기 사는집이 구축 고층아파트고 인터넷을 vdsl방식으로밖에 사용이안되는경우면 LG로 하는게 그나마나음 lg는 ghn이라고 기존 vdsl보다 인터넷 품질성능이 강화된 방식이 있음 500메가까지 지원되고 다운로드는 500메가 급 속도가 지원이되지만 업로드는 60-200메가 사이로 왓다갓다함 그리고 vdsl 특성상 어쩔수없는 순단(인터넷이 순간적으로 끈기는증상)...,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 11:00
784,부모님은 SK 나는 KT 인터넷 티비는 LG 진짜 돈낭비네,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:55
785,왜 이런글은 항상 설치후 나오는가.. 그냥 아정당통해서 21 받고 kt인터넷+와이파이 단독가입함 휴대폰결합해서 월 23100원,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:29
786,하나만 여쭤봐도 될까요??? 제가 kt 약정이 끝났습니다 휴대폰인터넷 결합해서 쓰고있는데요. 500메가짜리 원가 5만원인데 휴대폰 요금 할인 기기값 무상처리 등으로 할인받아서 22000원에 쓰고 있는데요. 1년재개약하면 상품권18만원에 휴대폰요금17000원정도 더 할인해준다고 하는데 이게 적당한 보상인지 궁금합니다,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:25
787,kt인터넷약정 다음달 끝나는데 lg나 sk로 옮기는게 이득이란거에요? kt계속쓰고싶은데 ㅠㅠ,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:23
788,인터넷 가입 LG -&gt; KT 작성자 글에 핸드폰,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:14
789,"형님 질문 좀 할게요. 추천은 박았습니다. 현재 우리가족 3인인데 아버지는 sk 30년 고객, 저랑 어머니는 알뜰폰입니다. 인터넷은 skb쓰고 있고 비대칭 500메가 월 16,500원 내고 쓰고 있어요. 가족할인 다 들어간 금액이구요. 여기서 제휴카드로 30만원 쓰면 17,000원 할인해줘서 인터넷요금 안내고 있습니다. 인터넷은 다른데로 갈아타려고 했는데 kt lg 다 가격 알아보니 가...",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:13
790,"KT 폰, 인터넷 6년쓰고 폰은 이미 약정기간 1년 넘게 지났고 인터넷은 9월에 만기인데 한꺼번에 넘어가는게 무조건 이득이려나?",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:13
791,평생 kt인터넷만 썼는데 다른 곳 악플이 많네 그냥 그대로 써야할 듯,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 10:09
792,우리집 같은경우 첫사용할때 대칭형인터넷은 kt밖에 없기도하고 사은품이니 뭐니 난 인터넷품질이 최우선이어서 6년째 쓰다가 어느날부터 인터넷이 느려졌다 빨라졌다 반복.참다못해 skt가 대칭형이 조회되서 바로 교체 만족하고 잘쓰고 있음.,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:59
793,"지금 SKT 인터넷 TV 폰 까지 흐고 있는데요. 이번 10월에 모든 계약기간이 끝나는데 그때 Tv는 완전 해지하고 폰은 알뜰폰, 인터넷은 KT로 가려고하는데. 이게 제일 아낄수 있는 방법이 맞나요?",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:56
794,집 인터넷 kt밖에 못쓰는 상황이고 kt만 10년 넘게(20년 가까이) 쓰는 상황인데 이정도면 약정끝나고 재약정할때 장비 갈아달라하면 갈아주려나?,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:53
795,인터넷? 그냥 kt써라. 고통받고싶지 않으면...,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:50
796,"Kt 폰, 인터넷 사용중인데 인터넷 약정이 얼마전에 끝났음 그럼 인터넷만 다른 통신사로 이동하는 것도 괜찮나? 아님 폰까지 같이 바꿔줘야하나? 폰도 약정은 끝났음",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:49
797,kt (4만원인데 결합할인포함 2만원 정도 할인) 3년약정후 끝났는데 전화해서 그냥 놔두면 된다해서 그냥 놔두니 그 요금만 내고 있음 언제라고 해지시 수수료는 없고... 의무 기간도 없음 -&gt; 이것때문에 타 인터넷 안가고 있음,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:49
798,내가 ㄴ의 경우다 sk인터넷비대칭으로 엄청난 끊김에 고통당하다 kt 대칭형인터넷 으로 해방되고 티비 폰까지 결합됐는데 4년째고 다시3년연장함 가족들은 알뜰폰쓰는중이고 2년 더채우고 lg넘어가볼까? 쓸만함? Sk는 절대 안갈예정 동네특징이니 머..,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:48
799,기가 인터넷의 경우 KT는 현재 일일 150기가 종량제 / SKT는 그냥 풀어버렸음,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:47
800,인터넷은 진짜 KT아님 못써먹겠더라 해외망차이 ㅈㄴ 심함,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:47
801,인터넷의 가장큰문제는 kt가아니면 폰이나 인터넷둘중하난 쓰레길써야한다는거,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:47
802,kt 가족할인으로 전부 묶여있고 이번에 인터넷 새로해야하는데 무조건 kt가 답이죠? 근데 지금 신축 건물로 들어가는데 무슨 관로가 sk케이블 밖에 없어서 sk밖에 설치 안된다고 하는데..ㅋㅋ 하,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:45
803,본인이 디스코드를 사용하는 게임유저다? 무조건 kt 가세요 해외게임 하는 유저들한테 kt쓰라고 하는 경우가 많은데 디스코드도 거기 포함되는 프로그램임 다른 통신사 쓰면 간혹 인터넷 자체는 되는데 디스코드만 먹통인 경우 생김,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:43
804,맞는말인데 인터넷은 kt아니면 ㅈ같을 때가 꼭 나오고 kt 핸드폰망은 ㅂㅅ같이 해놔서 맘편히 고를수가 없음,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:42
805,폰은 skt로 온가족 30프로 받는데 인터넷은 kt가 좋대서 하프광랜으로 가입했는데 별론가요?,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 09:42
806,주택은 sk인터넷 안되는 경우가 많아서 그냥 폰은 sk 쓰고 인터넷만 kt 쓰는 중,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-07 08:48
807,ㅋㅋㅋㅋ kt 인터넷이 쨋든 해외망이나 핑에서 이득이니까 꼭 연장했다고 개손해 보는건 아니야 형 내가 이런얘기 백날 씨부려도 KT10년쓰는 친구도 있어 ㅋㅋ 걍 옮기는게 귀찮으니까 쓴대 ㅋㅋ 어차피 이거 갈아태운다해서 부귀영화 누리는거도 아니니까말이야 ㅋㅋ,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-06 23:57
808,"이전설치는 설치비가 들어요 인터넷 이전 LG 27,500 SK,KT 36,300 인터넷,TV 이전 LG 38,500 SK,KT 47,400 이렇게 입니다 형님",통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-06 23:18
809,음 전 폰은 sk 인터넷은 kt 쓰는데 1기가인터넷으로 3만원 조금 안되게 쓰거든요 걍 정가라고 보면 되나요? 뭐 재약정?인가 뭐 주지도 않고 장기 고객 할인만 좀 넣어서 이렇게 해주더라구요 뭔가 sk인터넷은 악명이 높아서 그런가 좀 꺼려지더라구요,통신사 불편한진실 간단히 쓴 인터넷편.. 팁 공유해,2023-08-06 22:43
810,Kt인터넷문제..?,현단아사원 인터넷이슈가,2023-08-06 04:30
811,컴문젠지 인터넷문젠지 모르겠음... kt인가 둘다,단아도 똑같은 문제구나,2023-08-06 02:33
812,인터넷 느리다는거 말고 끊기는 사람들 보면 죄다 kt던데,공가 담당자 였음.,2023-08-05 19:34
813,인터넷 KT --&gt; SKT 변경? ㅋㅋ,봉준이 구국의 결단 예상,2023-08-05 19:06
814,"화산고, 달마야놀자 : 2001년 개봉 PAVV : 2000년대 삼성TV 브랜드 메가패스 : 2001년부터 사용한 2000년대 KT 인터넷 브랜드 몬드리안도색 버스 : 1995년부터 2004년 버스개편전까지 사용 시청 앞 잔디광장 조성 : 2004년",90년대말~00년대 초 서울의 모습.jpg,2023-08-05 16:00
815,본인 윈도우 10이고 인터넷 kt 500메가 쓰고있음(인터넷도 skt에서 바꿔봤지만 소용 없음),롤하시는분들 계신가요? 프레임드랍,2023-08-05 13:51
816,하루 400기가 쓰면 최소 kt인터넷 프리미엄플러스로 바꿔야겠네 최대 5gbps에 일 사용량 500gb까지 제공이니 내가 1gbps 쓰는데 아프리카 좀 오래켜두는 것도 아닌데 하루 100gb 정도 쓰긴 함..,&lt; 현단아 공지 &gt; 알아할게여~~~~~,2023-08-05 00:17
817,느낌탓인가 뭔가 뉴스에도 그렇고 항상 인터넷 문제에는 kt인 것 같네;,&lt; 현단아 공지 &gt; 알아할게여~~~~~,2023-08-05 00:12
818,통피 KT인터넷 O,실시간 내일 대치동 살인예고 올라옴,2023-08-05 00:07
819,비올때 인터넷 끊기는건 90퍼이상 비대칭광랜이라서(동축케이블) 모뎀보면 랜 들어오는 케이블이 얇은 광케이블이 아니라 옛날에 TV에 유선케이블 굵은거 그런거 쓰면 비 눈와도 인터넷 끊김 https://img1.daumcdn.net/thumb/R1280x0/?scode=mtistory2&amp;fname=https%3A%2F%2Fblog.kakaocdn.net%2Fdn%2Fm9kC4%2FbtqDmnqnfZI%2FczOv5MzvboKATkM7qte430%2Fimg.png 이 사진이 동축케이블 =...,현단아 인터넷만 바꾸면 되겠네,2023-08-05 00:01
820,"현단아 사원님도 kt로 인터넷 끊기셨나,,,,,",&lt; 현단아 공지 &gt; 알아할게여~~~~~,2023-08-04 23:59
821,저도 인터넷 KT가 제일좋다고는들었음 전에 특히 해외게임같은거? 스팀겜? 플스겜할떄 좋다고하던데 터지는거보면 엄청나보임,인터넷 KT가 자주터져요?,2023-08-04 23:57
822,인터넷은 KT가 젤 좋은걸로 아는뎁..,인터넷 KT가 자주터져요?,2023-08-04 23:56
823,유선랜 기준 KT&gt;&gt;&gt;&gt;&gt; LGU&gt;SKB&gt;&gt;지역인터넷 순 인터넷 업체들이 웃긴게 대칭광랜인지 비대칭광랜인지 말을 안해줌 ㅋㅋㅋ 일단 기사님이 봐야 알것같다 부터 시작해서 기사님 오고나선 된다고 설치했는데 알고보면 비대칭이고 그런... 근데 이미 2~3년 약정이라 울며겨자먹기로 유지해야하고 여튼 방송인은 인터넷도 머리가 많이 아플듯....,현단아 인터넷만 바꾸면 되겠네,2023-08-04 23:48
824,그게 들어가는 지역이면 kt가 좋긴한데 안되면 그래도 sk가 좋지않나? 나도 자세힌 몰라서 만약에 광랜 들어가는 동네에 살고있으면 1기가? 아님 늘릴수있는 최대치로 늘림 좋긴할듯 암튼 그래도 컴이슈 아닌게 어디야.. 걍 인터넷만 바꾸면되는거라 그나마 다행,현단아 인터넷만 바꾸면 되겠네,2023-08-04 23:41
825,인터넷만 kt로 변경 모바일은 알뜰로 탈출,통신사 변경,2023-08-04 20:57
826,인터넷 문제 고치기 ㅈ나 빡세긴해 나 kt 기사만 4번 와서 드뎌 고침 진짜...마지막 기사가 했던말 이제 안되면...그냥 다른 인터넷 회사로 옮겨야한다고 했음. 뭐가 문제냐고 물어봤는데 그냥 처음부터 다바꿨다 이렇게만 알려줘서 디테일하게 알고싶었는데....그냥 어떤느낌이냐면 인터넷은 되는데 간혈적 진짜 1시간 2시간 3시간 한번씩 끊김. 이주기도 걍 랜덤....그당시 검...,와꾸대장봉준   공지,2023-08-04 19:42
827,말많아도 인터넷은 KT가 좋긴해..,님들 인터넷 어디가 좋나여,2023-08-04 15:06
828,일단은 KT가야함 가서 문제 있으면 전화로 괴롭혀서 주요 인물로 등록되는 순간 쾌적한 인터넷 가능,님들 인터넷 어디가 좋나여,2023-08-04 15:06
829,휴대폰은 sk 인터넷은 kt,님들 인터넷 어디가 좋나여,2023-08-04 15:05
830,인터넷이 좋아서 그런가 뭐지.. kt 기가 쓰심?,드뎌 테섭 깔았네 대기열 얼마나 될려나,2023-08-04 11:57
831,ㅇㅈ 회사들도 솔직히 인터넷 안되는거 대비해서 다른회사 인터넷 넣어둠 KT안되면 SK연결하게하려고,봉준이 인터넷 하나더,2023-08-04 09:54
832,인터넷 통신사 문제는 아닐텐데 kt가 인터넷 속도는 넘사임 봉준이가 전화도 했는 데 저러는 건 말이 안되고 진지하게 컴퓨터쪽 문제거나 집문제 둘중 하나 일듯 근데 보통 컴퓨터 문제면 저렇게 들락날락은 안해서 집 인터넷 문제인듯,봉준이 겜 못하겠는데?,2023-08-04 08:13
833,ㅈ같은 짓인데 매일 일정 인터넷 용량을 사용하면 인터넷 회사에서 강제적으로 속도를 100메가 급으로 낮춰버림 그 다음 날이 되야 다시 본래 인터넷 상품 속도로 돌아옴 SK에는 없고 KT에는 있음,선생님들 qos가 뭔가요?,2023-08-03 22:09
834,인터넷 상품마다 다른데 https://namu.wiki/w/KT%20%EC%9D%B8%ED%84%B0%EB%84%B7#s-2.1 읽어보면 제한되는 인터넷량 다름,100mb 뭐임??,2023-08-03 22:03
835,KT 인터넷에서 속도가 제대로 나오지가 않음,봉준이 지금 뭐가안되는거임?,2023-08-03 21:55
836,정확히는 지역별로 다름 난 온가족 50%라 skb 50%할인인데도 kt씀 ㅋ 5년동안 인터넷 문제 생긴적 한번밖에없음,인터넷 진짜 KT가 좋은거 맞음?,2023-08-03 21:52
837,인터넷은 kt라는말도 옛날말이구나 이제 ㅋㅋㅋ,아니 skt인터넷 요즘 ㄱㅊ음?,2023-08-03 21:52
838,옛날에 t1애들도 인터넷은 kt쓴다는 글 봤던거같은데,인터넷 진짜 KT가 좋은거 맞음?,2023-08-03 21:52
839,난 LG KT 둘다 써봤는데 LG가 인터넷 안될때 많던데.. 그거 서비스기사 불러도 이상 없다고하고 뭔지 모르겠음.. 그래서 KT만 쓰는중,인터넷 진짜 KT가 좋은거 맞음?,2023-08-03 21:52
840,인터넷 터지는사람들 다 KT던데,인터넷 진짜 KT가 좋은거 맞음?,2023-08-03 21:51
841,kt가 인터넷은 젤 좋긴해,봉준이 이사보단,2023-08-03 21:51
842,인터넷이 암걸리는게 일시적인현상이니 어디서 공사중이니 하면서 존나 회피해감ㅋㅋ 현실적으론 그동네 kt사용량 많아서 그렇다 이런식으로 말해줘야 소비자가 바꾸든 이사가든 하는데 ㅋㅋ 절대 말안해줌,저건 답없는거아닌가 사비들여서 싹 갈아치우는거빼곤 이사가야지,2023-08-03 21:49
843,솔직히 인터넷은 kt가 제일 좋음,Kt만 유독 안좋은건가요?,2023-08-03 21:43
844,인터넷은 kt가 좋을껄요,Kt만 유독 안좋은건가요?,2023-08-03 21:43
845,인터넷으론 kt가 젤 좋지않나,Kt만 유독 안좋은건가요?,2023-08-03 21:42
846,SKT는 무선망 회사고 SKB는 유선망회사고 분리해놨는데 무슨말을 하는지 모르겠네요 ㅋㅋT도 예전 kt 임차회선 거의 다 걷었고 B임대랑 자가망 위주로 운용중이고 B는 망확장 많이 해놨습니다 유선 인터넷 회선 이야기하는데 저궤도위성 상용화 이야기는 왜 끌고오는건지..,대게 통신사 오해하는게 많은데,2023-08-03 20:41
847,인터넷 이거 아마 1기가 넘을거임. 회선바꿀떄 kt에서 프로모션인가 한다면서 아파트 인터넷 싹다 바꿔줬었음.,근데 인터넷 이거 티비랑 공유기 모뎀 여러개 한회선으로 티비 컴퓨터 전화 이렇게,2023-08-03 19:40
848,인터넷은 kt임 휴대폰으로 sk로 옮긴거고,근데 케이티는 장난질이 너무 심해,2023-08-03 19:36
849,"KT 인터넷 베이직 - 기가 인터넷 중에서 최대 양방향 500Mbps 속도를 제공하는 광랜. 낡은 빌딩, 아파트에서 가입이 가능하다. 수도권 지역 중에서도 1G 상품에 가입할 수 없는 지역에서는 500M 상품에 가입하면 된다. 1일 Qos 제한은 150GB이다. 예를 들어 이런 상품 쓰는거면 하루 150GB 쓰면 100Mbps로 제한당함",논란의 북한컴 인터넷 속도 재측정 해봄,2023-08-03 19:32
850,해외 게임 자주하면 무적권 kt 하는게 좋고 그런거아니면 기가인터넷류는 skt가 말로는 150기가 제한해도 따로 용량 제한없이 무한쓸수있어서 좋을수도 있음,님들 요즘 인터넷 kt보다는 sk야?,2023-08-03 19:29
851,Kt 인터넷 장난질 많이침,Kt 인터넷 에센스 이거 1기가짜리아님?,2023-08-03 19:27
852,나는 유선인터넷은 무적권 kt.,근데 나는 KT에서 SK로 갈아탓는데,2023-08-03 19:26
853,그냥 자기집에 맞는거 쓰면 될듯 나도 원래 sk쓰다가 이사오니까 kt만 기가인터넷돼서 결합풀고 kt 쓰는중ㅋㅋ,원래 인터넷은 kt 아니였나?,2023-08-03 19:21
854,일반적으론 kt가 나음 다만 지역 위초 건물에 따라 다른 인터넷이 나은 경우도 있음,원래 인터넷은 kt 아니였나?,2023-08-03 19:21
855,sk 구림 kt가 남 인터넷은,원래 인터넷은 kt 아니였나?,2023-08-03 19:20
856,"추가) KT기가인터넷 쓰는데 50mb 나옴 오스카 하티, 츠메, 난초도 KT기가인터넷 쓰는데 전부 100mb이하 나온다함",에스카 렉걸리는이유나왔네 ㅋㅋㅋㅋㅋㅋ,2023-08-03 17:16
857,"kt 인터넷 밑에 주의사항 보면 데이터 사용은 무제한이나, 일 제공 데이터를 초과 시에는 당일에 한해 최대 100Mbps 속도로 제공합니다. (단, IPTV, 인터넷 전화의 사용량은 제외됩니다.) 인터넷 에센스/베이직/슬림플러스 : 150GByte 일 150기가 이상 사용하면 속도제한걸림",근데 아프리카가 데이터 많이먹긴해,2023-08-03 01:31
858,일단 예전부터 써서 상품명만 adsl 일거 같고 실제로는 100M 인터넷이 아닐까 싶음. 그 정도만 해도 원하는 용도에는 문제 없는 대역폭이며 속도 측정은 kt 공홈에서 유선 연결된 기기로 해보면 됨 와이파이의 경우는 따질게 좀 많은데 벽을 어떤 공유기를 써도 신호가 약해짐. 벽이 없는 환경에서 사용하겠다면 저렴한 iptime 공유기만 사도 충분함,인터넷 요금제 속도 및 와이파이 공유기 추천좀 부탁드립니다,2023-08-02 23:38
859,재생에러: 지원하지 않는 형식입니다. 뜨는 사람없음? KT 인터넷 폰으로 할때 펨코 영상 거의 안뜨네 시벌,동네 분수대 10고인물,2023-08-02 11:09
860,컴터 인터넷은 kt가 나을텐데,인터넷 유플로 가입할건데 메이플 잘 되겟지???,2023-08-02 02:01
861,피파용으로 kt 인터넷 100메가 하나 가입할지 고민 되네요 ㅠㅠ,이정도면 인터넷 탓하면 안되는건가요?,2023-08-02 01:40
862,Kt를 사용하고싶은데.. ㅠㅠ 인터넷 보니 3.9에 100기가 짜리있던데 그거 신청하고싶은데 신청하는 사이트 링크라도 하나 주실수 있으실까요 형님,알뜰폰 요금제 질문입니다!!!,2023-08-01 19:59
863,유선인터넷 품질 생각하면 kt가 낫기는 한데 휴대폰 회선 속도는 skt가 더 좋음,자급제 사면서 통신3사 쓰는사람?,2023-08-01 16:54
864,sk에서 30년 못채워서 인터넷까지 넘어갈라하는데 kt가 정배인가??,자급제 사면서 통신3사 쓰는사람?,2023-08-01 16:09
865,"kt 인터넷 티비 휴대폰 2대 묶고 요금제 8이상써서 워치 esim 무료로 사용중이에요 iptv + 인터넷 1기가 해서 달에 4정도 폰요금은 저는 5, 와이프는 3정도? vvip 멤버쉽으로 폰보험료 내고 가끔 제휴 할인받고 알뜰에 비해선 많이나가지만 그냥 쓰고 있네요 3년약정 끝나면 iptv 없애고 애플티비로 가고 그때 알뜰 한번 알아볼까 해요 ㅋㅋㅋ",자급제 사면서 통신3사 쓰는사람?,2023-07-31 23:11
866,그니까요 원래 0.1~0.3 왔다갔다했는데 몇일전부터 0.4씩 나오네요ㅜㅜ kt 인터넷속도 테스트는 업로드 다운로드 500씩 잘나옵니다,요새 지터값,2023-07-31 20:08
867,지금 KT 인터넷이랑 결합돼있어서 요금제를 알뜰로 못가는게 ㄹㅇ ㅠㅠㅠㅠ,피X) 핸드폰 폴드5로 간다잇,2023-07-31 14:19
868,"본문은 읽었냐 ""KT 인터넷 계통,시초,모든 기초를 다 구성하고 외국에서 기술 배워서 KT에 접목시켰다"" 시스코 시스템즈라는 미국 기업에서 자격증도 취득했고 교수자격증도 있네 저 정도면 한 분야의 전문가란 소리인데, 너가 말하는 자기만의 특수한 기술이나 노하우가 대체 뭐임? 뭐 의료기술이나 용접,전기기사 이런거 말하는거임?",명예퇴직을 거부한 KT 직원의 업무...jpg,2023-07-30 19:13
869,LTE 무제한 요금제 쓰구있는데 여기 해당되면 (그냥 무제한 요금제 급 요금제 쓰면 거진 되는득 인터넷에 정보도있고) https://product.kt.com/wDic/productDetail.do?ItemCode=1547 들어가서 티빙 등록하면 분데스 경기 다 볼수있고 티빙 컨텐츠도 다 볼수있고 크롬캐스트 연결해서 크게도 볼수있고 여튼 다 공짜로 가능 요금제 쓰고있으면,티비엔 계탔네,2023-07-30 18:23
870,오래 썼으면 기가랜으로 무료업글 해주는경우도 많을건데 어느통신산데여? 제가 독립하기전 예전얘기긴한데 본가에서 쓰던 SK 인터넷이 제가 배필4하는데 맘에안들어서 본가는 KT로 새로 계약하고 기존쓰던걸 어머니사무실로 옴겼꺼든요 그때마침 어머니사무실 개업하셔서. 근데 옴겨서 1년정도 더쓰니까 해지방어할겸 전화했더니 현금20이랑 하프기가로 업글해줬어요 무료로 ㅋ 벌써...,공유기 쓰면 원래 다운속도 많이떨어지나요..?,2023-07-30 00:29
871,인터넷 문젠가보네 kt 기가 인터넷임,아 쿠팡 왜케 끊기지,2023-07-29 19:52
872,대충 계산때려보니 kt 가족결합+인터넷 묶여있어서 이게 더 할인될듯해서요. 폰은 이제 곧 살 예정이라 대략 4~6개월 정도만 10만 나갈예정,월급 310 정도 받는데 적금 얼마나 넣을까요?,2023-07-29 15:33
873,인터넷 KT에 연연할거 아니면 U+쓰고 알뜰폰이랑 결합하는것도 방법임,알뜰폰 쓰는데 TV 인터넷은 그냥 두개만 묶는게 낫겠지?,2023-07-28 09:49
874,"ㄹㅇ KT 인터넷 10년 넘게 쓰다가 이번에 옮기려고 하니깐 ""저희 KT 오래 이용해주신 장기고객님이신데 이렇게 해지하시는것보단 혜택을 받고 계약을 연장하시는건 어떨까요?"" 하면서 주는 혜택이 SK 신규 가입보다 안좋더라",망할 LG헬로비전 진짜,2023-07-28 02:41
